,title,webtoon_link,status,thumb_link,auth,genres,ages,intro,series_url,likes,r_rated,episodes,first_register_date,last_register_date,rates,ages2,rates2,genre1,genre2,genre1_pre,genre2_pre
164,그녀의 버킷리스트,https://comic.naver.com/webtoon/list?titleId=734012,1,https://shared-comic.pstatic.net/thumb/webtoon/734012/thumbnail/thumbnail_IMAG10_ca9cfed5-172a-4c42-a382-9a1166d108d2.jpg,황양 / 솦,"스토리, 드라마",12세 이용가,"'이것만 다 이루면... 미련없이 오빠 곁으로 갈게.'세상을 떠난 남자친구를 따라서, 죽기 위해 이뤄가는 그녀의 완벽한 버킷리스트",https://series.naver.com/comic/detail.series?originalProductId=375937,66051,0,58.0,2019.09.21,2019.11.02,9.7,1,9.7,스토리,드라마,0,1
165,그녀의 육하원칙,https://comic.naver.com/webtoon/list?titleId=793863,1,https://shared-comic.pstatic.net/thumb/webtoon/793863/thumbnail/thumbnail_IMAG10_39ed7c0a-bdc7-481c-941a-d81ebc552f2f.jpg,일삼구,"스토리, 스릴러",15세 이용가,"같은 반 남학생 '주하원'을 주인공으로 소설을 쓰는 '정민'.그의 말투, 행동, 표정 하나하나가 소설의 소재가 된다.하지만, 완벽한 줄로만 알았던 하원의 실체를 알아버린 정민은 밀려오는 배신감에 소설 속 하원을 죽여버리고 만다.다음 날, 학교에서 벌어진 의문의 살인사건. 그런데 어쩐지 하원이 수상하다!2021 지상최대공모전 2기 장려상 수상작.",,67,0,26.0,2022.08.09,2022.10.18,3.947,2,3.95,스토리,스릴러,0,3
166,그놈은 흑염룡,https://comic.naver.com/webtoon/list?titleId=733080,1,https://shared-comic.pstatic.net/thumb/webtoon/733080/thumbnail/thumbnail_IMAG10_989e4c91-a2eb-4369-a058-bce2f1ecbdea.jpg,혜진양,"스토리, 로맨스",전체연령가,요즘 것들은 랜덤채팅 한다고? 2000년대엔 게임 ♨정모♨가 있었다!그곳에서 만난 그 남자 흑.염.룡.,https://series.naver.com/comic/detail.series?originalProductId=376602,63948,0,76.0,2019.11.18,2020.01.20,9.9,0,9.9,스토리,로맨스,0,0
167,그들에게 사면초가,https://comic.naver.com/webtoon/list?titleId=693429,1,https://shared-comic.pstatic.net/thumb/webtoon/693429/thumbnail/thumbnail_IMAG10_b49f3f9f-9388-4fc2-b421-6f11f7a18494.jpg,소이,"스토리, 로맨스",전체연령가,어쩐지 인기가 절정인 여주인공 여주. 그녀에게 한꺼번에 구애하는 쌍둥이 네형제.,https://series.naver.com/comic/detail.series?originalProductId=268413,100000,0,53.0,2017.03.02,2017.03.16,9.5,0,9.5,스토리,로맨스,0,0
168,그들이 사귀는 세상,https://comic.naver.com/webtoon/list?titleId=764130,1,https://shared-comic.pstatic.net/thumb/webtoon/764130/thumbnail/thumbnail_IMAG10_30c704f3-962f-4c71-972b-09dacb2b50c4.jpg,율로,"스토리, 로맨스",12세 이용가,"비연애를 선언한 그날, 세울의 인생에 한 번도 없었던 세 명의 남자가 눈 앞에 나타난다. 꿈에 그리던 이상형, 평생 친구일 줄 알았던 남사친, 그리고 현실적인 조건이 우수한 소개팅남까지 한꺼번에 등장한다. 세울은 과연 자신의 비연애에 대한 신념을 끝까지 지켜나갈 수 있을까?",,1951,0,71.0,2022.08.18,2022.10.20,9.948428571428584,1,9.95,스토리,로맨스,0,0
169,그래서 나는 안티팬과 결혼했다,https://comic.naver.com/webtoon/list?titleId=721457,1,https://shared-comic.pstatic.net/thumb/webtoon/721457/thumbnail/thumbnail_IMAG10_be10395c-8073-4472-8ecf-90924a96d23e.jpg,재림 / 김은정,"스토리, 로맨스",전체연령가,세계적인 K-POP 스타 후준과 그의 공식 안티팬 이근영의24시간 밀착 동거 리얼리티 로맨스.※본 작품은 시리즈 오리지널 작품으로 네이버웹툰에서 듀얼연재됩니다.※,https://series.naver.com/comic/detail.series?originalProductId=336513,100000,0,89.0,2018.12.04,2018.12.25,9.8,0,9.8,스토리,로맨스,0,0
170,그랜드 배틀 토너먼트,https://comic.naver.com/webtoon/list?titleId=710755,1,https://shared-comic.pstatic.net/thumb/webtoon/710755/thumbnail/thumbnail_IMAG10_c5aa159d-596e-417a-a575-efc4c7c06bc2.jpg,강냉이,"스토리, 액션",12세 이용가,지상 최강을 꿈꾸는 자들의 축제가 시작된다,https://series.naver.com/comic/detail.series?originalProductId=321807,22016,0,78.0,2018.05.23,2018.07.25,4.9,1,4.9,스토리,액션,0,4
171,그런지,https://comic.naver.com/webtoon/list?titleId=258207,1,https://shared-comic.pstatic.net/thumb/webtoon/258207/thumbnail/title_thumbnail_20101115195425_t83x90.jpg,김이랑,"스토리, 드라마",전체연령가,"융자빚을 떠안고 사회로 방출된 이랑, 잘 나가는 형을 부러워 하는 해인, 외모 컴플렉스를 가진 인우, 꿈 밖에 모르는 아저씨... 3% 모자란 그들의 성장 이야기.",,1866,0,69.0,2012.02.01,2012.04.04,9.886833333333334,0,9.89,스토리,드라마,0,1
172,그렇고 그런 바람에,https://comic.naver.com/webtoon/list?titleId=783527,0,https://shared-comic.pstatic.net/thumb/webtoon/783527/thumbnail/thumbnail_IMAG10_6cf77ba3-ba96-4d68-8b03-8ca65bb638fb.jpg,아니영,"스토리, 로맨스",15세 이용가,4년 전 학교를 떠들썩하게 만들었던 불륜녀 오바람이 복학했다.그런데 복학한 것은 바람만이 아니다? 바람의 주변을 맴돈다는 물귀신 소문..!바람은 물귀신의 훼방에도 굴하지 않고 즐거운 학교생활을 이어갈 수 있을까?<라일락 200%> 아니영 작가의 캠퍼스 로맨스 신작!,https://series.naver.com/comic/detail.series?originalProductId=457800,786,0,52.0,2022.09.22,2022.11.24,10.0,2,10.0,스토리,로맨스,0,0
173,그린보이,https://comic.naver.com/webtoon/list?titleId=226807,1,https://shared-comic.pstatic.net/thumb/webtoon/226807/thumbnail/title_thumbnail_20120326150051_t83x90.jpg,정재한 / 임진국,"스토리, 스포츠",15세 이용가,"챔피언을 노리는 거침없는 여자, 재인! 그녀를 동경하는 순둥이 남자, 태진!
챔피언을 향한 도전과 어울리지 않는 두 사람의 여름같은 사랑이야기",,27958,0,143.0,2013.03.18,2013.05.20,9.922857142857165,2,9.92,스토리,스포츠,0,9
174,그린스마일,https://comic.naver.com/webtoon/list?titleId=72938,1,https://shared-comic.pstatic.net/thumb/webtoon/72938/thumbnail/title_thumbnail_20090630171514_t83x90.jpg,권혁주,"스토리, 감성",전체연령가,"2050년이면 사라지는 북극. 그곳에 살고 있던 행복한 물범모자.
그러나 인간의 무분별한 사냥으로 아기 물범은 외톨이가 되어 엄마를 찾아 모험을 떠나게 된다.",https://series.naver.com/comic/detail.series?originalProductId=164877,1449,0,3.0,2009.07.01,2009.07.29,9.8,0,9.8,스토리,감성,0,8
175,그림자 신부,https://comic.naver.com/webtoon/list?titleId=767979,0,https://shared-comic.pstatic.net/thumb/webtoon/767979/thumbnail/thumbnail_IMAG10_9825a874-1e45-4d0c-8637-e9c1345085dd.jpg,덥머 / 이새인,"스토리, 로맨스",15세 이용가,"빚 갚을 돈을 벌려다가 끔찍한 위기에 빠진 설윤 앞에 신검 ‘월흔’을 든 핏빛 무사가 나타난다. 절체절명의 위기에서 구해준 건 고맙지만 난데없이 밤시중을 들라는데...다음 날, 7년 전쟁의 승리를 축하하는 행진 중 왕세자가 든 신검이 낯설지 않다!“어젯밤 그가 왕세자였어?!!”",https://series.naver.com/comic/detail.series?originalProductId=417230,605,0,98.0,2022.09.18,2022.11.20,9.7,2,9.7,스토리,로맨스,0,0
176,그림자 잡기,https://comic.naver.com/webtoon/list?titleId=801277,0,https://shared-comic.pstatic.net/thumb/webtoon/801277/thumbnail/thumbnail_IMAG10_5f0c6818-afea-4eed-9921-5e9aee6fedc6.jpg,최날,"스토리, 스릴러",12세 이용가,"""모든 사건의 시작은 누군가 남겨 놓은 작은 흔적에 걸려 넘어지면서 시작된다. 하지만 대부분의 작은 흔적은 이미 깨져있는 것의 파편이다."" 평범한 재수생 ‘정시명’.그의 주변으로 계속해서 이상한 사건들이 생겨나고, 진실을 파헤칠수록 기억들은 뒤엉키며 안개에 쌓인 것 같다.. 그리고 그 모든 사건들은 자기 자신에게 향하는데…“너가 한게 아니면, 그럼 이것들은 다 누가 한거지..?”",https://series.naver.com/comic/detail.series?originalProductId=485986,32,0,9.0,2022.10.29,2022.11.19,10.0,1,10.0,스토리,스릴러,0,3
177,그림자의 밤,https://comic.naver.com/webtoon/list?titleId=783596,0,https://shared-comic.pstatic.net/thumb/webtoon/783596/thumbnail/thumbnail_IMAG10_114d8552-df87-4523-b94d-2ee11d41b11b.jpg,융,"스토리, 판타지",15세 이용가,"예지몽을 꾸는 '이아름'은 어느 날 기억 저편으로 밀려났던 악몽들을 떠올리게 된다.그리고 노트에는 기억에 없는 꿈에 관한 내용들이 적혀있는데...'난 이런 거 쓴 적 없어! 하지만 분명 이건 내 꿈이 맞는데..?'꿈에서 봤던 괴물들이 하나씩 현실에 등장하고,특별한 능력을 가진 사람들이 세상에 모습을 보이기 시작한다.",https://series.naver.com/comic/detail.series?originalProductId=461479,527,0,42.0,2022.09.20,2022.11.22,10.0,2,10.0,스토리,판타지,0,2
178,극야,https://comic.naver.com/webtoon/list?titleId=721463,1,https://shared-comic.pstatic.net/thumb/webtoon/721463/thumbnail/thumbnail_IMAG10_7e952d76-abd9-4fa3-b47a-6d7ff5b3fcc0.jpg,운 / 한큰빛,"스토리, 스릴러",15세 이용가,"폭설, 강풍, 혹한 그리고 반 년 간의 길고 긴 밤이 이어지는 남극의 겨울.지구상 최악의 조건에 고립된 연구원들 앞에 정체불명의 ‘무언가’가 나타났다.",https://series.naver.com/comic/detail.series?originalProductId=337857,97316,0,105.0,2018.12.22,2019.01.26,9.7,2,9.7,스토리,스릴러,0,3
179,금붕어,https://comic.naver.com/webtoon/list?titleId=723790,1,https://shared-comic.pstatic.net/thumb/webtoon/723790/thumbnail/thumbnail_IMAG10_07e374f2-9383-49d7-8ed3-531a8cb78c58.jpg,명랑 / 애풍,"스토리, 액션",15세 이용가,"시한부 판정을 받게 된 킬러. 조득만.우연히 손에 넣게 된 금붕어 한 마리 덕분에 암흑가의 조직과 마켓, 검찰의 타겟이 되고 마는데...",https://series.naver.com/comic/detail.series?originalProductId=351742,99962,0,70.0,2019.01.31,2019.02.28,9.8,2,9.8,스토리,액션,0,4
180,금수저,https://comic.naver.com/webtoon/list?titleId=679567,1,https://shared-comic.pstatic.net/thumb/webtoon/679567/thumbnail/title_thumbnail_20160610142303_t83x90.jpg,HD3,"스토리, 드라마",12세 이용가,'부모님을 선택할 수 있다고!?'후천적 금수저가 된 아이의 인생 어드벤처,https://series.naver.com/comic/detail.series?originalProductId=239707,100000,0,106.0,2016.06.10,2016.07.15,9.4,1,9.4,스토리,드라마,0,1
181,금요일 베스트,https://comic.naver.com/webtoon/list?titleId=720128,1,https://shared-comic.pstatic.net/thumb/webtoon/720128/thumbnail/thumbnail_IMAG10_2a8555a0-027a-4186-a7f6-e84fd253ebca.jpg,배진수,"옴니버스, 스릴러",15세 이용가,당신의 상상을 조각내는 세상에 없던 반전 공포의 진수 '금요일',https://series.naver.com/comic/detail.series?originalProductId=335997,100000,0,60.0,2018.12.05,2019.01.16,9.7,2,9.7,옴니버스,스릴러,2,3
182,금혼령-조선혼인금지령,https://comic.naver.com/webtoon/list?titleId=729938,1,https://shared-comic.pstatic.net/thumb/webtoon/729938/thumbnail/thumbnail_IMAG10_c53d777e-2ef6-48a5-8e73-1afab8d144e8.jpg,천지혜 / 산책,"스토리, 로맨스",15세 이용가,7년째 이어진 조선혼인금지령?!왕을 상대로 한 인생 사기극,https://series.naver.com/comic/detail.series?originalProductId=365095,100000,0,104.0,2019.06.20,2019.08.01,9.9,2,9.9,스토리,로맨스,0,0
183,급식러너,https://comic.naver.com/webtoon/list?titleId=770030,0,https://shared-comic.pstatic.net/thumb/webtoon/770030/thumbnail/thumbnail_IMAG10_e1694b3f-d203-48ca-8e80-3a27e0de1f90.jpg,슬랭킷,"스토리, 판타지",전체연령가,게임이 현실이 되어버린 세상.학생들은 점심시간마다 급식실로 질주하는 러닝액션 게임 ‘급식러너’에 열광해있다.하지만 게임셔틀인 민호에겐 매일의 점심시간이 지옥인데...그때 민호 앞에 나타난 급식러너의 서버운영자 새나의 제안!“퀘스트를 클리어하면 게임셔틀에서 해방시켜줄게.”자유를 위한 민호의 치열한 질주가 시작된다!!!2020 지상최대공모전 대상 수상 작품!,https://series.naver.com/comic/detail.series?originalProductId=429723,409,0,90.0,2022.09.19,2022.11.21,9.6,0,9.6,스토리,판타지,0,2
184,급식아빠,https://comic.naver.com/webtoon/list?titleId=758662,0,https://shared-comic.pstatic.net/thumb/webtoon/758662/thumbnail/thumbnail_IMAG10_576bcc2c-ea9e-4f37-8fe2-dc1faed26f10.jpg,김재한,"스토리, 액션",15세 이용가,<부활남> 김재한 작가의 신작! 딸바보 웹툰작가의 갑작스러운 죽음.학원액션 만화를 그리던 능력(?)을 살려 일진 서클 12간지로부터 딸 다연이를 지켜라!딸이 괴롭힘당하는 모습을 보게 된다면? ...이건 못 참지. 내 딸 건드는 새끼들 다 조져버림.,https://series.naver.com/comic/detail.series?originalProductId=422825,7581,0,65.0,2022.01.11,2022.11.22,9.3,2,9.3,스토리,액션,0,4
185,기계증식증,https://comic.naver.com/webtoon/list?titleId=774504,1,https://shared-comic.pstatic.net/thumb/webtoon/774504/thumbnail/thumbnail_IMAG10_d149ad42-763d-49ce-8e68-2acea9e6f76a.jpg,홍작가,"스토리, 판타지",15세 이용가,"고등학교 골키퍼 유망주였던 영기는 교통사고로 팔을 잃게 되고, SC 바이오의 임상실험에 참가하여 의수를 이식받는다.그러던 어느 날, 세상에 '기계증식증'이라는 바이러스가 퍼지고 정체를 알 수 없는 존재들이 영기를 쫓기 시작한다.위기의 순간, 의문의 여성 그를 구해주고 영기는 그녀에게 이 모든 사태의 진실을 알게 되는데...",https://series.naver.com/comic/detail.series?originalProductId=437877,332,0,53.0,2021.06.28,2021.08.09,9.7,2,9.7,스토리,판타지,0,2
186,기기괴괴,https://comic.naver.com/webtoon/list?titleId=557672,1,https://shared-comic.pstatic.net/thumb/webtoon/557672/thumbnail/thumbnail_IMAG10_d05c81ab-ea19-473b-818f-3aceb657ae1e.jpg,오성대,"옴니버스, 스릴러",15세 이용가,<절벽귀> 오성대 작가의 신작 옴니버스 미스테리 스릴러.기묘하고 괴상한 이야기들.,https://series.naver.com/comic/detail.series?originalProductId=226607,100000,0,401.0,2013.07.10,2013.09.11,8.1,2,8.1,옴니버스,스릴러,2,3
187,기로,https://comic.naver.com/webtoon/list?titleId=653344,1,https://shared-comic.pstatic.net/thumb/webtoon/653344/thumbnail/title_thumbnail_20150420212358_t83x90.jpg,구들,"스토리, 판타지",12세 이용가,숨겨진 고통을 꺼내어버린 남자스스로를 구하기 위한 기이한 마음의 여정,https://series.naver.com/comic/detail.series?originalProductId=361848,48409,0,129.0,2015.04.27,2015.06.29,9.4,1,9.4,스토리,판타지,0,2
188,기묘한 만화,https://comic.naver.com/webtoon/list?titleId=795333,1,https://shared-comic.pstatic.net/thumb/webtoon/795333/thumbnail/thumbnail_IMAG10_51045ae6-4a22-49df-b210-08e0b980d33a.jpg,몬킬,"옴니버스, 스릴러",12세 이용가,"""네 등 뒤에... 그 여자.. 누구야..?"" 금지된 뒷산, 기이한 하숙집, 처음 보는 빨간 일기장.평범해 보이는 일상 속 당신을 소름 끼치게 만드는 기묘한 일들이 벌어진다.올여름을 시원하게 보내기 위한 공포 단편 이야기들.",,384,0,19.0,2022.08.09,2022.10.11,9.611999999999998,1,9.61,옴니버스,스릴러,2,3
189,기사님을 지켜줘,https://comic.naver.com/webtoon/list?titleId=770590,1,https://shared-comic.pstatic.net/thumb/webtoon/770590/thumbnail/thumbnail_IMAG10_ed42b29a-9760-40e8-9281-825c004f0b23.jpg,달봉,"스토리, 판타지",전체연령가,"첫눈에 반한 남학생을 떠올리며 언니의 피규어 '브릭'에게 뽀뽀 연습을 하는 '예은'.그날 밤, 이상한 꿈에 눈을 떠보니 피규어가 살아 움직이며 자신의 저주를 풀 수 있도록 도와 달라고 한다.예은은 모종의 이유로 브릭의 부탁을 받아들이고, 저주를 건 마녀에 대한 단서를 찾기 시작한다.",https://series.naver.com/comic/detail.series?originalProductId=430737,441,0,60.0,2021.04.18,2021.05.30,10.0,0,10.0,스토리,판타지,0,2
190,기사도,https://comic.naver.com/webtoon/list?titleId=471181,1,https://shared-comic.pstatic.net/thumb/webtoon/471181/thumbnail/title_thumbnail_20120502144817_t83x90.jpg,환쟁이,"스토리, 액션",15세 이용가,"물러설 곳 없는 두 남자의 싸움이 시작된다!쫓고 쫓기는 그들의 스릴 넘치는 이야기, '기사도'",https://series.naver.com/comic/detail.series?originalProductId=155036,4479,0,86.0,2012.05.03,2012.06.06,9.3,2,9.3,스토리,액션,0,4
191,기억해줘,https://comic.naver.com/webtoon/list?titleId=801699,0,https://shared-comic.pstatic.net/thumb/webtoon/801699/thumbnail/thumbnail_IMAG10_62986481-0abb-4a5b-8f5a-9e9e8baaa569.jpg,BD / 왈치,"스토리, 로맨스",12세 이용가,"여행을 떠난 은하는 그곳에서 괴한에게 쫓기던 의문의 소년 산호를 만난다.간신히 산호를 데리고 도망쳤지만, 한 달 뒤 산호는 은하의 앞에서 사망하게 된다.이에 은하는 도망치듯 한국으로 돌아가고 17년 뒤, 죽었던 산호와 닮은 남자가 은하의 앞에 나타난다.그 남자는 자신을 신노엘이라고 소개하지만 너무 많은 부분에서 산호와 겹쳐 보인다. 그는 정말 산호가 아닌걸까? 아니면 산호일까. 일그러진 기억속에서도 당신을 찾아가는 이야기, 나를 기억해줘.",https://series.naver.com/comic/detail.series?originalProductId=486510,49,0,10.0,2022.11.03,2022.11.24,10.0,1,10.0,스토리,로맨스,0,0
192,기억흔적,https://comic.naver.com/webtoon/list?titleId=739113,1,https://shared-comic.pstatic.net/thumb/webtoon/739113/thumbnail/thumbnail_IMAG10_3ee7a2ba-0e2c-4518-8be8-55adff767e9f.jpg,브라보 장,"스토리, 스릴러",15세 이용가,사랑하는 가족을 잃은 남자.가족을 살리기 위한 처절한 시간 여행이 시작된다.,https://series.naver.com/comic/detail.series?originalProductId=387997,22782,0,88.0,2020.02.04,2020.03.17,9.6,2,9.6,스토리,스릴러,0,3
193,기적! 우리에게 일어난 일들,https://comic.naver.com/webtoon/list?titleId=528781,1,https://shared-comic.pstatic.net/thumb/webtoon/528781/thumbnail/title_thumbnail_20130104163021_t83x90.jpg,태발,"스토리, 드라마",전체연령가,"1년 전 아빠를 잃은 가족, 그들에게 일어나는 기적같은 이야기.
'초록인간', '프로젝트X' 태발 작가의 신작 감동 드라마.",https://series.naver.com/comic/detail.series?originalProductId=109745,15745,0,75.0,2013.01.05,2013.03.09,9.2,0,9.2,스토리,드라마,0,1
194,기타맨,https://comic.naver.com/webtoon/list?titleId=460689,1,https://shared-comic.pstatic.net/thumb/webtoon/460689/thumbnail/title_thumbnail_20130614180616_t83x90.jpg,손규호,"스토리, 드라마",12세 이용가,"의문의 기타리스트 포츠만.
이 시대를 살아가는 우리에게 그의 기타 연주가 던지는 메시지.",,5816,0,64.0,2013.04.19,2013.06.21,9.9425,1,9.94,스토리,드라마,0,1
195,기태류,https://comic.naver.com/webtoon/list?titleId=325630,1,https://shared-comic.pstatic.net/thumb/webtoon/325630/thumbnail/title_thumbnail_20130506115454_t83x90.jpg,배드이리,"스토리, 판타지",전체연령가,죽음을 위해? 삶을 위해? 의문에 싸인 그녀의 발걸음이 움직이기 시작한다.,,5706,0,134.0,2013.09.13,2013.11.29,9.907230769230786,0,9.91,스토리,판타지,0,2
196,길고양이 행진,https://comic.naver.com/webtoon/list?titleId=780988,1,https://shared-comic.pstatic.net/thumb/webtoon/780988/thumbnail/thumbnail_IMAG10_21597cd7-30db-4cdf-a149-78f4d74224d5.jpg,몹시찰진우럭,"스토리, 판타지",전체연령가,"아르토리아의 작은 항구도시 해골촌.해골촌에는 나이에 상관없이 싸워서 이기면 형님이 되는 특이한 룰이 있다.해골촌의 거대한 사자 ‘보나파르트’ 이야기를 시작으로 ‘완다’는 마을을 통째로 하늘에 띄운 강력한 마법사, 극장에 갇혀 일하는 노예 가수, 던전 테마파크를 차린 마계인, 재판에서 한번도 승리해 본적이 없는 변호사 등 아르토리아 사람들을 하나 둘 만나가게 되는데……..",https://series.naver.com/comic/detail.series?originalProductId=385494,42,0,101.0,2021.10.25,2021.10.25,9.8,0,9.8,스토리,판타지,0,2
197,길에서 만나다,https://comic.naver.com/webtoon/list?titleId=336945,1,https://shared-comic.pstatic.net/thumb/webtoon/336945/thumbnail/title_thumbnail_20110603170456_t83x90.jpg,쥬드프라이데이,"스토리, 감성",전체연령가,서울 남산타워에서 우연히 만난 은희수와 미키의 로드무비.,https://series.naver.com/comic/detail.series?originalProductId=205952,3899,0,102.0,2011.06.28,2011.07.29,9.5,0,9.5,스토리,감성,0,8
198,길티액스,https://comic.naver.com/webtoon/list?titleId=777830,1,https://shared-comic.pstatic.net/thumb/webtoon/777830/thumbnail/thumbnail_IMAG10_e00766c5-fa84-4794-92a2-3b60172f3b46.jpg,정샛별,"스토리, 판타지",12세 이용가,"“눈앞의 불의를 외면하는 순간, 반드시 불행한 사람이 생긴다.”정의로운 소년 단태는 친구를 구하다가 죽었다.그때 함께 나타난 “죄”라고 불리는 괴물.하지만 죽은 줄 알았던 단태에게 주어진 선택지.이대로 천국으로 갈 것인가,죄를 쳐죽이고 사람들을 구할 것인가?단태의 처절한 단죄 액션 판타지.",,153,0,11.0,2021.08.25,2021.10.27,9.587000000000002,1,9.59,스토리,판타지,0,2
199,김부장,https://comic.naver.com/webtoon/list?titleId=783053,0,https://shared-comic.pstatic.net/thumb/webtoon/783053/thumbnail/thumbnail_IMAG10_7e1a48d2-11e0-4455-a668-fff349d8b3f3.jpg,박태준 만화회사 / 정종택,"스토리, 액션",15세 이용가,"“제발 안경 쓴 아저씨는 건들지 말자…”오직 자신의 딸 '민지'를 위해 특수요원직을 관두고 평범함을 선택한 가장 김부장.그러던 어느 날 민지가 소리소문 없이 사라지고, 김부장은 자신을 감시하는 국가를 적으로 돌리면서까지 딸을 찾아나서기 시작하는데...[외모지상주의], [싸움독학] 그리고 [인생존망]의 세계관을 잇는 공식 스핀오프 작품!",https://series.naver.com/comic/detail.series?originalProductId=450111,2113,0,61.0,2022.09.19,2022.11.21,8.7,2,8.7,스토리,액션,0,4
200,김왕짱,https://comic.naver.com/webtoon/list?titleId=750570,1,https://shared-comic.pstatic.net/thumb/webtoon/750570/thumbnail/thumbnail_IMAG10_b40dff3c-4d29-4e25-b2c6-4cd869006b33.jpg,이난,"스토리, 액션",15세 이용가,강북 최강의 꼴통학교 존망고. 선생님이 학생의 눈치를 보는 학교에 ‘김왕’은 그들의 왕으로 군림한다. 어느 날 일명 ‘빠루‘라고 불리는 조폭 ’최창무‘가 전학을 오자 ’김왕’은 순식간에 그의 부하로 전락하는데….,https://series.naver.com/comic/detail.series?originalProductId=388316,3186,0,124.0,2020.08.03,2020.08.03,9.8,2,9.8,스토리,액션,0,4
201,깁스맨,https://comic.naver.com/webtoon/list?titleId=733077,1,https://shared-comic.pstatic.net/thumb/webtoon/733077/thumbnail/thumbnail_IMAG10_aa30d7f1-b265-4361-807f-bcb867a909bd.jpg,맹물,"스토리, 드라마",12세 이용가,정의를 위해 일진으로 살았다. 근데 정의가 뭔지는 알아?한 번의 잘못된 선택이 불러온 전혀 다른 결과... <연애학> 맹물 작가의 고등학생 이야기.,https://series.naver.com/comic/detail.series?originalProductId=376242,25303,0,63.0,2019.09.25,2019.11.06,9.9,1,9.9,스토리,드라마,0,1
202,까뱅,https://comic.naver.com/webtoon/list?titleId=22073,1,https://shared-comic.pstatic.net/thumb/webtoon/22073/thumbnail/thumbnail_title_22073_83x90.gif,X-TEAM,"에피소드, 개그",전체연령가,"치킨시티의 새로운 영웅 '까뱅'
오늘도 그의 활약은 계속된다!",,51,0,32.0,2007.01.22,2007.02.23,8.835333333333333,0,8.84,에피소드,개그,1,5
203,꼬드보,https://comic.naver.com/webtoon/list?titleId=784815,1,https://shared-comic.pstatic.net/thumb/webtoon/784815/thumbnail/thumbnail_IMAG10_416b410a-4876-4592-b424-da1ca201fbe0.jpg,뚜부,"스토리, 로맨스",12세 이용가,"5년 사귄 여자친구가 이별을 고하고 프랑스로 떠나버렸다!불어는 1도 모른 채 전여친을 쫒아 무작정 프랑스로 향한 기운찬, 그곳에서 소매치기 당하는 여자 '김남주'를 구해내지만, 그녀의 남자친구가 다른 여자와 키스하는 것을 같이 보고 말았다.우여곡절 끝에 숙소에 도착한 기운찬은 또 괴한으로 오해받아 룸메들에게 발길질을 맞는데... 아무 준비 없이 시작한 프랑스의 삶은 순탄치 않다!!!",https://series.naver.com/comic/detail.series?originalProductId=450545,88,0,55.0,2021.11.11,2021.11.11,8.7,1,8.7,스토리,로맨스,0,0
204,꼬리,https://comic.naver.com/webtoon/list?titleId=703851,1,https://shared-comic.pstatic.net/thumb/webtoon/703851/thumbnail/thumbnail_IMAG10_20190617_migrated.jpg,공현곤,"스토리, 스릴러",18세 이용가,정해진 운명의 세쌍둥이.'나는 살인마의 도플갱어다.',https://series.naver.com/comic/detail.series?originalProductId=313338,61020,1,62.0,2018.03.08,2018.05.03,9.6,3,9.6,스토리,스릴러,0,3
205,꼬리 있는 연애,https://comic.naver.com/webtoon/list?titleId=741894,1,https://shared-comic.pstatic.net/thumb/webtoon/741894/thumbnail/thumbnail_IMAG10_ff177669-e0d4-43c8-a681-d0254e4a685b.jpg,진하 / 헤폰,"스토리, 로맨스",전체연령가,"""나무꾼의 환생과 결혼하지 않으면 여우가 된다고?!!""운명의 상대를 찾기 위한 윤하의 고군분투 연애담이 시작된다.",https://series.naver.com/comic/detail.series?originalProductId=393039,37316,0,62.0,2020.03.20,2020.05.01,9.6,0,9.6,스토리,로맨스,0,0
206,꼬리잡기,https://comic.naver.com/webtoon/list?titleId=758666,0,https://shared-comic.pstatic.net/thumb/webtoon/758666/thumbnail/thumbnail_IMAG10_a24a1539-f789-45a5-b18e-8209867f52c6.jpg,바쉬,"스토리, 스릴러",15세 이용가,"건물붕괴 사고로 매몰된 9명의 대학생.2주 뒤, 3명은 사망하고 1명은 의식불명인 상태로 발견된다.가까스로 구조된 생존자 5명은 그곳에서 있었던 일을 숨기려 하는데... 생존자인 척 숨어있던 살인자에 대한 정황이 드러나기 시작한다.수사팀은 이 밀실살인 사건의 처음과 끝을 파헤치게 된다.",https://series.naver.com/comic/detail.series?originalProductId=439595,1469,0,75.0,2022.09.11,2022.11.20,9.7,2,9.7,스토리,스릴러,0,3
207,꼬맹이를 부탁해!,https://comic.naver.com/webtoon/list?titleId=733395,1,https://shared-comic.pstatic.net/thumb/webtoon/733395/thumbnail/thumbnail_IMAG10_0e1e427e-df4f-4f88-8634-94b5e6e30e3c.jpg,마라링,"스토리, 로맨스",전체연령가,"좋아하는 누나에게 고백하고 차인 호연, 그런데 집에 놀러 온 귀찮은 꼬맹이가 누나의 동생이라구?! 고백도 하고, 애도 돌보고! 꼬맹이와 함께 하는 일상!",https://series.naver.com/comic/detail.series?originalProductId=375890,50289,0,64.0,2019.09.12,2019.10.24,10.0,0,10.0,스토리,로맨스,0,0
