,no,title,link,status,author,fake_intro,real_intro,likes,episodes,first_register_date,last_register_date,age,rate,genre1_pre,genre2_pre,thumb_link
937,938,슈퍼 시크릿,https://comic.naver.com/webtoon/list?titleId=650304,1,이온,평범한 여대생 은호와 조금 특별한 소꿉친구 견우의 술래잡기. 은호만 모르는 이웃집의 비밀들이 밝혀진다,평범한 여대생 은호와 조금 특별한 소꿉친구 견우의 술래잡기. 은호만 모르는 이웃집의 비밀들이 밝혀진다,100000,144.0,2015.03.30,2015.06.01,0,9.9,1,0,https://shared-comic.pstatic.net/thumb/webtoon/650304/thumbnail/title_thumbnail_20150323144620_t83x90.jpg
938,939,슈퍼스타 천대리,https://comic.naver.com/webtoon/list?titleId=785749,0,박경원 / 이재국 / Do8,"“대한민국 직장인이라면 포기한 꿈 하나 정도는 있잖아요.” “그래, 누구에게나 그럴듯한 변명이 있지. 슈퍼스타의 아우라를 전수받기 전까지는…” 일은 일대로 하고 업무 성과는 뺏기고, 오늘도 내일도 평범한 직딩 천호연 대리! 어느 날, 마음을 담아 부른 노래가 과거의 슈퍼스타 한지혁을 불러낸다. “네가 마음에 들었다. 내 아우라를 너에게 전수해 주지.” “…??!” “자, 이제 동료를 모아 직장인 밴드 오디션에 도전하자.” “…??????????!”","“대한민국 직장인이라면 포기한 꿈 하나 정도는 있잖아요.” “그래, 누구에게나 그럴듯한 변명이 있지. 슈퍼스타의 아우라를 전수받기 전까지는…” 일은 일대로 하고 업무 성과는 뺏기고, 오늘도 내일도 평범한 직딩 천호연 대리! 어느 날, 마음을 담아 부른 노래가 과거의 슈퍼스타 한지혁을 불러낸다. “네가 마음에 들었다. 내 아우라를 너에게 전수해 주지.” “…??!” “자, 이제 동료를 모아 직장인 밴드 오디션에 도전하자.” “…??????????!”",129,54.0,2022.09.18,2022.11.20,0,9.0,0,8,https://shared-comic.pstatic.net/thumb/webtoon/785749/thumbnail/thumbnail_IMAG10_77344d64-5fc6-44e0-bc7b-3ad5c7bfcd34.jpg
939,940,슈퍼트리오,https://comic.naver.com/webtoon/list?titleId=57875,1,황미나,"대한민국 명작 만화 초대선.살아 있는 전설 황미나 작가님의 명작 “슈퍼트리오”
웹툰 리메이크로 슈퍼 트리오를 다시 만나다.","대한민국 명작 만화 초대선.살아 있는 전설 황미나 작가님의 명작 “슈퍼트리오”
웹툰 리메이크로 슈퍼 트리오를 다시 만나다.",35,17.0,2009.02.02,2009.02.16,1,9.5,0,5,https://shared-comic.pstatic.net/thumb/webtoon/57875/thumbnail/title_thumbnail_20090130153621_t83x90.jpg
940,941,슈퍼트리오 시즌2,https://comic.naver.com/webtoon/list?titleId=347685,1,황미나,"대한민국 명작 만화 초대선.
살아 있는 전설 황미나 작가의 명작 “슈퍼트리오” 시즌2로 돌아오다.","대한민국 명작 만화 초대선.
살아 있는 전설 황미나 작가의 명작 “슈퍼트리오” 시즌2로 돌아오다.",34,47.0,2011.07.05,2011.08.02,1,9.2,0,5,https://shared-comic.pstatic.net/thumb/webtoon/347685/thumbnail/title_thumbnail_20110701203711_t83x90.jpg
941,942,"스마일 브러시, 오래된 사진.",https://comic.naver.com/webtoon/list?titleId=183558,1,와루,"오래된 사진에서 찾아보는 어린 시절의 이야기.
당신의 앨범에서 잃어버렸던 추억을 찾아보세요.","오래된 사진에서 찾아보는 어린 시절의 이야기.
당신의 앨범에서 잃어버렸던 추억을 찾아보세요.",1477,57.0,2011.05.27,2011.07.29,0,9.95,1,6,https://shared-comic.pstatic.net/thumb/webtoon/183558/thumbnail/title_thumbnail_20100630150811_t83x90.jpg
942,943,스마일브러시,https://comic.naver.com/webtoon/list?titleId=150389,1,와루,"반복되는 일상에서 발생하는 사건 사고들.
소심하지만 할 말은 하는 가슴 따스한 와루의 좌충우돌 일상의 반전 에피소드.","반복되는 일상에서 발생하는 사건 사고들.
소심하지만 할 말은 하는 가슴 따스한 와루의 좌충우돌 일상의 반전 에피소드.",2032,39.0,2010.06.05,2010.06.26,0,9.94,1,6,https://shared-comic.pstatic.net/thumb/webtoon/150389/thumbnail/title_thumbnail_20100610110221_t83x90.jpg
943,944,스마트폰 게임 개발 이야기,https://comic.naver.com/webtoon/list?titleId=403631,1,유영욱,"생생한 게임 개발의 현장을 전한다!
유쾌발랄 좌충우돌 게임 개발 이야기.","생생한 게임 개발의 현장을 전한다!
유쾌발랄 좌충우돌 게임 개발 이야기.",1721,59.0,2012.10.27,2012.12.29,0,9.76,1,6,https://shared-comic.pstatic.net/thumb/webtoon/403631/thumbnail/title_thumbnail_20111108155817_t83x90.jpg
944,945,스몰,https://comic.naver.com/webtoon/list?titleId=745236,1,을승,"네 앞에 서면 왜 난 자꾸...♡좋아하는 이성과 함께 있으면 자꾸만 작아지는 것 같은 기분, 한 번쯤 다들 경험해 봤지? 문제는 정말 몸까지 줄어든다구!누구나 한 번쯤 그런 경험 있을 거야.
좋아하는 사람 앞에서 한없이 작아지는 기분.
문제는, 난 실제로 작아진다는 거야!","네 앞에 서면 왜 난 자꾸...♡좋아하는 이성과 함께 있으면 자꾸만 작아지는 것 같은 기분, 한 번쯤 다들 경험해 봤지? 문제는 정말 몸까지 줄어든다구!",18176,57.0,2020.05.19,2020.06.30,0,9.8,0,0,https://shared-comic.pstatic.net/thumb/webtoon/745236/thumbnail/thumbnail_IMAG10_2d36b3f5-b679-4444-89d7-58354c72dc57.jpg
945,946,스윗솔티,https://comic.naver.com/webtoon/list?titleId=743423,1,달삐,"이번 알바는 잘리면 안 된다!!욱하는 성격에 매번 사고만 치는 경찰 준비생의 성질 개조 알바가 시작됩니다.손님들의 고민거리를 직접 발로 뛰어서 해결해주는 상담 카페라고?

너무나도 다른 세 사람 사이에서 벌어지는 유쾌한 사건 해결극!",이번 알바는 잘리면 안 된다!!욱하는 성격에 매번 사고만 치는 경찰 준비생의 성질 개조 알바가 시작됩니다.,74365,56.0,2020.04.02,2020.05.14,0,9.9,0,1,https://shared-comic.pstatic.net/thumb/webtoon/743423/thumbnail/thumbnail_IMAG10_f01ffda1-e48c-48c7-a505-a01c0423f7d7.jpg
946,947,스치면 인연 스며들면 사랑,https://comic.naver.com/webtoon/list?titleId=791847,0,을승,다른 지구에 존재감을 두고 이 쪽 지구로 넘어온 현도. 어느 날 현도의 존재를 느낄 수 있는 사람인 선화가 현도 앞에 나타난다. 아무것도 남기지 않고 살던 곳으로 돌아가려던 현도에게 희망이 생긴다. '나도 남들처럼 살 수 있지 않을까?'. 옷깃만 스쳐도 인연. 현도는 인연을 넘어 이 곳에 자연스럽게 스며들고 싶다.,다른 지구에 존재감을 두고 이 쪽 지구로 넘어온 현도. 어느 날 현도의 존재를 느낄 수 있는 사람인 선화가 현도 앞에 나타난다. 아무것도 남기지 않고 살던 곳으로 돌아가려던 현도에게 희망이 생긴다. '나도 남들처럼 살 수 있지 않을까?'. 옷깃만 스쳐도 인연. 현도는 인연을 넘어 이 곳에 자연스럽게 스며들고 싶다.,122,42.0,2022.09.22,2022.11.24,0,10.0,0,0,https://shared-comic.pstatic.net/thumb/webtoon/791847/thumbnail/thumbnail_IMAG10_358c8950-9123-4bd3-8216-166edb0f678c.jpg
947,948,스캔들,https://comic.naver.com/webtoon/list?titleId=751642,1,티바 / 도그 / 달콤J,"당대 최고 인기 여배우의 스캔들의 주인공이 내 남편이라면?남편의 불륜으로 신혼이 파탄난 지우는 기자생활을 접고 미국으로 떠나게 되고, 전 남편이 거절할 수 없는 제안을 건네온다.인기 여배우와 남편의 스캔들

잘나가는 미디어 재벌 수혁과 뜨거운 신혼을 만끽중인 열혈기자 지우는 최고 인기 여배우의 열애설을 입수한다. 그녀의 열애현장을 잠복 취재하던 지우는 술에 취해 그녀와 함께 오피스텔로 들어가는 남편을 목격한다. 지우가 취재한 불륜 스캔들은 일파만파로 퍼지고, 지우를 돕던 선배기자는 의문의 사고로 세상을 떠난다.

혼란을 피해 도망치듯 미국으로 떠난 지 1년, 지우는 한국으로 돌아와 자신의 삶을 되찾으려 한다. 하지만 복직과 이혼을 위해서는 1년간 사랑스러운 아내 행세를 해달라는 남편의 조건을 들어줘야만 한다.

어색한 동거와 애증속에서 꿈틀대는 사랑의 감정. 지우와 수혁은 그들을 갈라놓은 스캔들 뒤에 숨겨진 또 다른 스캔들의 실마리를 찾아간다.
","당대 최고 인기 여배우의 스캔들의 주인공이 내 남편이라면?남편의 불륜으로 신혼이 파탄난 지우는 기자생활을 접고 미국으로 떠나게 되고, 전 남편이 거절할 수 없는 제안을 건네온다.",23611,85.0,2020.08.04,2020.08.18,1,9.7,0,0,https://shared-comic.pstatic.net/thumb/webtoon/751642/thumbnail/thumbnail_IMAG10_64016aa3-d684-4d4d-926f-84b372bb92fd.jpg
948,949,스쿨홀릭,https://comic.naver.com/webtoon/list?titleId=52946,1,신의철,신선생과 학생들이 함께 울고 웃는대한민국 학교의 유쾌한 일상! 다함께 <스쿨홀릭>에 중독되어 봅시다!,신선생과 학생들이 함께 울고 웃는대한민국 학교의 유쾌한 일상! 다함께 <스쿨홀릭>에 중독되어 봅시다!,9806,440.0,2009.09.29,2009.10.31,0,9.7,1,5,https://shared-comic.pstatic.net/thumb/webtoon/52946/thumbnail/title_thumbnail_20110930124525_t83x90.jpg
949,950,스크립토리움,https://comic.naver.com/webtoon/list?titleId=754873,1,Song,"신화, 전설, 그리고 우리들의 이야기<미쳐 날뛰는 생활툰> Song 작가 단편선.","신화, 전설, 그리고 우리들의 이야기<미쳐 날뛰는 생활툰> Song 작가 단편선.",10719,12.0,2020.10.14,2020.12.23,1,9.97,2,2,https://shared-comic.pstatic.net/thumb/webtoon/754873/thumbnail/thumbnail_IMAG10_39c4ac1d-4c24-46bf-994f-f1a40bbbc1fe.jpg
950,951,스터디그룹,https://comic.naver.com/webtoon/list?titleId=721948,0,신형욱 / 유승연,우등생을 꿈꾸는 최강 소년의 고교액션활극.공부를 잘 하고 싶지만 애석하게도 싸움 실력에만 재능이 몰빵된 고등학생 윤가민.똥통학교 유성공고에서 스터디그룹을 만드는데….그와 스터디 멤버들의 (진짜로) 피튀기는 입시이야기!,우등생을 꿈꾸는 최강 소년의 고교액션활극.공부를 잘 하고 싶지만 애석하게도 싸움 실력에만 재능이 몰빵된 고등학생 윤가민.똥통학교 유성공고에서 스터디그룹을 만드는데….그와 스터디 멤버들의 (진짜로) 피튀기는 입시이야기!,100000,187.0,2022.09.16,2022.11.18,2,9.9,0,4,https://shared-comic.pstatic.net/thumb/webtoon/721948/thumbnail/thumbnail_IMAG10_03dbca7a-d940-47d7-9e4d-5100c4db77a3.jpg
951,952,스테어스,https://comic.naver.com/webtoon/list?titleId=736928,1,옹구,"세상의 끝에는 '월 스테어'가 있고, 그 끝에는 모든 것이 있을 것이다.한계를 넘어 세상의 끝에서 가장 강한 자로 태어나라!세상의 끝에서 가장 강한 자로 태어나라.","세상의 끝에는 '월 스테어'가 있고, 그 끝에는 모든 것이 있을 것이다.한계를 넘어 세상의 끝에서 가장 강한 자로 태어나라!",19449,76.0,2019.11.27,2020.01.29,1,9.3,0,2,https://shared-comic.pstatic.net/thumb/webtoon/736928/thumbnail/thumbnail_IMAG10_476e0ea8-5dfe-4927-86e0-cd46a0740d07.jpg
952,953,스토커,https://comic.naver.com/webtoon/list?titleId=254143,1,단우,어린 딸이 있는 평범한 주부를 스토킹하는 의문의 남자. 어느 날 집앞에서 그녀의 딸이 유괴당하는 장면을 목격하게 된다.,어린 딸이 있는 평범한 주부를 스토킹하는 의문의 남자. 어느 날 집앞에서 그녀의 딸이 유괴당하는 장면을 목격하게 된다.,9559,40.0,2010.11.04,2010.12.26,2,9.4,0,3,https://shared-comic.pstatic.net/thumb/webtoon/254143/thumbnail/title_thumbnail_20101104165342_t83x90.jpg
953,954,스토커의 하루,https://comic.naver.com/webtoon/list?titleId=794743,0,bunny,옆집엔 스토커가 살고 윗집엔 미치광이가 산다! 끔찍한 기억의 고시원에서 벗어나 허름한 원룸으로 도망쳐 나온 미대생 ‘김하루’. 이사 온 지 한 달 만에 옆집에는 자살 사건이 발생하고 그 방엔 음침하고 수상해 보이는 여자가 이사 온다. 그러던 어느 날 집으로 돌아온 김하루의 눈앞에 자신의 방에서 식칼을 든 채 서 있는 옆집 여자와 마주치게 되는데… “하루씨…?난?당신을?위해?뭐든?할?수?있어.”,옆집엔 스토커가 살고 윗집엔 미치광이가 산다! 끔찍한 기억의 고시원에서 벗어나 허름한 원룸으로 도망쳐 나온 미대생 ‘김하루’. 이사 온 지 한 달 만에 옆집에는 자살 사건이 발생하고 그 방엔 음침하고 수상해 보이는 여자가 이사 온다. 그러던 어느 날 집으로 돌아온 김하루의 눈앞에 자신의 방에서 식칼을 든 채 서 있는 옆집 여자와 마주치게 되는데… “하루씨…?난?당신을?위해?뭐든?할?수?있어.”,172,35.0,2022.09.22,2022.11.24,2,7.5,0,3,https://shared-comic.pstatic.net/thumb/webtoon/794743/thumbnail/thumbnail_IMAG10_a5aead1e-03a3-4f91-a3e6-e34cad1ef89b.jpg
954,955,스튜디오 짭쪼롬,https://comic.naver.com/webtoon/list?titleId=597480,1,오묘,"백수, 수험생, 방구석폐인, 외국인같은 한국인서로 다른 사람들이 모여 만드는 유쾌한 일상 시트콤!화내고 싸우고 눈물 흘렸지만 단 한 번도 외롭지 않았다.
달콤하지 않아도 괜찮았다.
충분히 즐거웠으니!","백수, 수험생, 방구석폐인, 외국인같은 한국인서로 다른 사람들이 모여 만드는 유쾌한 일상 시트콤!",96120,69.0,2013.10.31,2013.11.28,0,9.8,0,0,https://shared-comic.pstatic.net/thumb/webtoon/597480/thumbnail/title_thumbnail_20131031175416_t83x90.jpg
955,956,스트러글,https://comic.naver.com/webtoon/list?titleId=758674,1,윤준식 / 백지운,친구의 억울한 죽음 이후 도망치듯 강원도 오지의 대안학교로 간 은가비.그곳에서 비밀스러운 수련법을 받아들이게 되는데... 은가비의 본격적인 복수가 시작된다!,친구의 억울한 죽음 이후 도망치듯 강원도 오지의 대안학교로 간 은가비.그곳에서 비밀스러운 수련법을 받아들이게 되는데... 은가비의 본격적인 복수가 시작된다!,692,26.0,2021.02.20,2021.04.24,2,9.38,0,4,https://shared-comic.pstatic.net/thumb/webtoon/758674/thumbnail/thumbnail_IMAG10_bbf12d11-af71-48fd-8b12-5ea41e848b4e.jpg
956,957,스트릿 워크아웃,https://comic.naver.com/webtoon/list?titleId=778579,0,장부규,한 때는 세계 최고의 비보이라는 꿈을 좇았지만 사고로 인해 꿈과 희망을 모두 잃어버린 고등학생 백동희. 어느 날 우연히 맨몸 운동 소녀 권지니를 만나고 멈춰있던 그의 인생이 다시 움직이기 시작한다.,한 때는 세계 최고의 비보이라는 꿈을 좇았지만 사고로 인해 꿈과 희망을 모두 잃어버린 고등학생 백동희. 어느 날 우연히 맨몸 운동 소녀 권지니를 만나고 멈춰있던 그의 인생이 다시 움직이기 시작한다.,242,68.0,2022.09.16,2022.11.18,0,9.7,0,9,https://shared-comic.pstatic.net/thumb/webtoon/778579/thumbnail/thumbnail_IMAG10_a03c7fd7-23a7-4ba6-8c68-e0fdf1675852.jpg
957,958,스파이더맨 단편선,https://comic.naver.com/webtoon/list?titleId=786537,1,마블 코믹스,"어메이징한 거미 영웅의 두 가지 유명 단편을 웹툰으로 만나 본다. 거미에 물린 열다섯 살 소년 피터 파커가 스파이더맨으로 거듭난 최초의 이야기가 현대적 감각으로 재탄생했다. 한편, 의문스러운 불기둥을 조사하던 피터는 우연한 사고로 차원을 넘어 평행우주에 도착하게 되는데…? 스파이더맨, 또 다른 스파이더맨을 만나다!","어메이징한 거미 영웅의 두 가지 유명 단편을 웹툰으로 만나 본다. 거미에 물린 열다섯 살 소년 피터 파커가 스파이더맨으로 거듭난 최초의 이야기가 현대적 감각으로 재탄생했다. 한편, 의문스러운 불기둥을 조사하던 피터는 우연한 사고로 차원을 넘어 평행우주에 도착하게 되는데…? 스파이더맨, 또 다른 스파이더맨을 만나다!",245,12.0,2021.12.14,2021.12.14,1,9.3,2,2,https://shared-comic.pstatic.net/thumb/webtoon/786537/thumbnail/thumbnail_IMAG10_4141b2f6-9077-47fc-98fd-9f3e3a531eff.jpg
