,user,webtoon_title,score
879,58,마루는 강쥐,6.0
880,58,메소드 연기법,6.0
881,58,물위의 우리,6.0
882,58,미니어처 생활백서,6.0
883,58,민간인 통제구역,6.0
884,58,손 안의 안단테,6.0
885,58,숲속의 담,6.0
886,58,아홉수 우리들,6.0
887,58,어글리 피플즈,6.0
888,58,어글리후드,6.0
889,58,오늘의 비너스,6.0
890,58,위아더좀비,6.0
891,58,이두나!,6.0
892,58,전자오락수호대,6.0
893,58,집이 없어,6.0
894,58,초인의 시대,6.0
895,58,쿠베라,6.0
896,58,팔이피플,6.0
897,58,평행도시,6.0
898,58,푸쉬오프,6.0
899,58,피라미드 게임,6.0
900,58,하루만 네가 되고 싶어,6.0
901,58,호랑이 들어와요,6.0
902,58,화산귀환,6.0
903,58,1초,6.0
904,59,귀곡의 문,4.0
905,59,다이스(DICE),1.0
906,59,대학일기,3.0
907,59,백수세끼,2.0
908,59,신의 탑,3.0
909,59,오늘도 사랑스럽개,5.0
910,59,외모지상주의,1.0
911,59,유미의 세포들 외전 : 프로 직장인,5.0
912,59,이런 영웅은 싫어,5.0
913,59,재혼 황후,4.0
914,59,정년이,5.0
915,59,트럼프,4.0
916,59,하드캐리,3.0
917,59,하루만 네가 되고 싶어,5.0
918,59,화산귀환,5.0
919,60,갓 오브 하이스쿨,4.0
920,60,급식아빠,6.0
921,60,노블레스,4.0
922,60,랜덤채팅의 그녀!,4.0
923,60,신의 탑,4.0
924,60,여신강림,3.0
925,60,연놈,3.0
926,60,연애혁명,4.0
927,60,윈드브레이커,4.0
928,60,프리드로우,4.0
929,60,헬퍼 2 : 킬베로스,4.0
930,61,덴마,1.0
931,61,오늘도 사랑스럽개,5.0
932,61,이번 생도 잘 부탁해,5.0
933,62,구남친이 내게 반했다,6.0
934,62,스터디그룹,6.0
935,62,여신강림,1.0
936,63,호랑이형님,6.0
937,64,소녀의 세계,4.0
938,64,중증외상센터 : 골든 아워,5.0
939,65,나노리스트,5.0
940,65,나타나주세요!,6.0
941,65,헬스던전,1.0
942,66,신비,5.0
943,66,언터처블,5.0
944,66,오렌지 마말레이드,4.0
945,66,택배 왔습니다,4.0
946,66,해피니스,4.0
947,67,격기3반,3.0
948,67,김부장,5.0
949,67,나 혼자 네크로맨서,4.0
950,67,나 혼자 만렙 뉴비,5.0
951,67,내가 키운 S급들,5.0
952,67,본투비갓,5.0
953,67,상남자,6.0
954,67,싸움독학,5.0
955,67,에이머,6.0
956,67,외모지상주의,5.0
957,67,윈드브레이커,5.0
958,67,잔불의 기사,1.0
959,67,전지적 독자 시점,4.0
960,67,참교육,5.0
961,67,취사병 전설이 되다,5.0
962,67,퀘스트지상주의,4.0
963,67,태백 : 튜토리얼 맨,4.0
964,67,튜토리얼 탑의 고인물,4.0
965,67,트롤트랩,5.0
966,67,프리드로우,5.0
967,67,플레이어,4.0
968,67,헬퍼 2 : 킬베로스,4.0
969,67,99강화나무몽둥이,5.0
970,68,개를 낳았다,6.0
971,68,먹는 인생,5.0
972,68,별을 삼킨 너에게,4.0
973,68,외모지상주의,1.0
974,69,광마회귀,6.0
975,69,놓지마 정신줄,1.0
976,69,놓지마 정신줄 시즌2,1.0
977,69,놓지마 정신줄 시즌3,1.0
978,69,안나라수마나라,5.0
979,69,입학용병,4.0
980,69,3단합체김창남,5.0
981,70,물위의 우리,5.0
982,70,잔불의 기사,6.0
983,71,갓 오브 하이스쿨,3.0
984,71,세기말 풋사과 보습학원,5.0
985,71,이번 생도 잘 부탁해,5.0
986,72,김부장,4.0
987,72,사형소년,4.0
988,72,신의 탑,5.0
989,72,외모지상주의,4.0
990,72,윈드브레이커,4.0
991,72,파도를 찾아라!,6.0
992,73,김부장,6.0
993,73,만능잡캐,1.0
994,74,그렇고 그런 바람에,6.0
995,74,내가 죽기로 결심한 것은,6.0
996,74,대학일기,6.0
997,74,성경의 역사,1.0
998,74,아홉수 우리들,6.0
999,74,안개무덤,6.0
1000,74,유미의 세포들 외전 : 프로 직장인,6.0
1001,75,검은인간,5.0
1002,75,극야,5.0
1003,75,역대급 영지 설계사,5.0
1004,75,외모지상주의,4.0
1005,75,입학용병,6.0
1006,75,좀비 파이트,5.0
1007,76,개를 낳았다,6.0
1008,76,대학원 탈출일지,5.0
1009,76,뷰티풀 군바리,4.0
1010,76,약한영웅,4.0
1011,76,1초,6.0
1012,77,가담항설,6.0
1013,77,나타나주세요!,1.0
1014,77,별이삼샵,5.0
1015,78,가비지타임,5.0
1016,78,김부장,5.0
1017,78,별이삼샵,6.0
1018,78,빅맨,5.0
1019,78,빌드업,5.0
1020,78,싸움독학,5.0
1021,78,연애혁명,5.0
1022,78,외모지상주의,5.0
1023,79,모태솔로수용소,5.0
1024,80,나노마신,1.0
1025,80,약한영웅,4.0
1026,80,연애혁명,4.0
1027,81,연애혁명,6.0
1028,81,외모지상주의,5.0
1029,82,가비지타임,6.0
1030,82,광마회귀,5.0
1031,82,김부장,2.0
1032,82,나노마신,4.0
1033,82,별이삼샵,6.0
1034,82,빅맨,1.0
1035,82,빌드업,5.0
1036,82,연애혁명,5.0
1037,82,외모지상주의,5.0
1038,82,위아더좀비,5.0
1039,82,입학용병,4.0
1040,82,전지적 독자 시점,5.0
1041,82,참교육,4.0
1042,82,취사병 전설이 되다,4.0
1043,82,퀘스트지상주의,4.0
1044,82,탑코너,2.0
1045,82,호랑이형님,5.0
1046,83,광장,5.0
1047,83,낮에 뜨는 달,6.0
1048,83,틴맘,1.0
1049,84,물위의 우리,6.0
1050,84,세기말 풋사과 보습학원,5.0
1051,84,합법해적 파르페,6.0
1052,85,외모지상주의,6.0
1053,86,검은인간,5.0
1054,86,나노마신,4.0
1055,86,내일,6.0
1056,86,네가 없는 세상,6.0
1057,86,랜덤채팅의 그녀!,1.0
1058,86,별이삼샵,6.0
1059,86,아홉수 우리들,5.0
1060,86,알게뭐야,6.0
1061,86,연애혁명,5.0
1062,86,이번 생도 잘 부탁해,5.0
1063,86,전지적 독자 시점,5.0
1064,86,죽음에 관하여,6.0
1065,86,화산귀환,5.0
1066,86,1초,6.0
1067,87,똑 닮은 딸,4.0
1068,87,마루는 강쥐,3.0
1069,87,먹는 인생,6.0
1070,87,반귀,4.0
1071,87,세기말 풋사과 보습학원,5.0
1072,87,세레나,3.0
1073,87,아홉수 우리들,6.0
1074,87,약한영웅,4.0
1075,87,여신강림,2.0
1076,87,위아더좀비,6.0
1077,87,윈드브레이커,4.0
1078,87,입학용병,4.0
1079,87,참교육,4.0
1080,87,취사병 전설이 되다,4.0
1081,87,1초,5.0
1082,88,윈드브레이커,1.0
1083,88,조의 영역,6.0
1084,89,격기3반,1.0
1085,89,김부장,5.0
1086,89,99강화나무몽둥이,5.0
1087,90,격기3반,5.0
1088,90,광마회귀,6.0
1089,90,김부장,5.0
1090,90,윈드브레이커,1.0
1091,90,화산귀환,5.0
1092,91,내가 죽기로 결심한 것은,5.0
1093,91,마른 가지에 바람처럼,5.0
1094,91,마침내 사랑이에요 마왕님!,5.0
1095,91,시한부인 줄 알았어요!,5.0
1096,91,역대급 영지 설계사,5.0
1097,91,올가미,5.0
1098,91,용이산다,5.0
1099,91,윈드브레이커,1.0
1100,91,하루만 네가 되고 싶어,6.0
1101,92,갓 오브 하이스쿨,3.0
1102,92,노블레스,3.0
1103,92,신의 탑,3.0
1104,92,연애혁명,3.0
1105,92,외모지상주의,3.0
1106,93,공감.jpg,1.0
1107,93,헬퍼,5.0
1108,93,호랑이 들어와요,5.0
1109,94,공감.jpg,1.0
1110,94,마음의소리,5.0
1111,94,선천적 얼간이들,6.0
1112,94,헬퍼,5.0
1113,94,헬퍼 2 : 킬베로스,3.0
1114,94,호랑이 들어와요,5.0
1115,95,별이삼샵,6.0
1116,96,가비지타임,5.0
1117,96,고삼이 집나갔다,5.0
1118,96,내일,5.0
1119,96,라스트 서브미션,5.0
1120,96,마음의소리,5.0
1121,96,별이삼샵,5.0
1122,96,스쿨홀릭,5.0
1123,96,외모지상주의,1.0
1124,96,좀비딸,5.0
1125,96,죽음에 관하여,5.0
1126,96,타임인조선,6.0
1127,97,민간인 통제구역,5.0
1128,97,별이삼샵,5.0
1129,97,존망코인,1.0
1130,97,취사병 전설이 되다,5.0
1131,97,퀘스트지상주의,5.0
1132,97,A.I. 닥터,6.0
1133,98,갓 오브 하이스쿨,5.0
1134,98,구름이 피워낸 꽃,1.0
1135,98,노블레스,4.0
1136,98,도플갱어의 게임,5.0
1137,98,마른 가지에 바람처럼,4.0
1138,98,마음의소리,4.0
1139,98,뱀은 꽃을 먹는가,5.0
1140,98,보살님이 캐리해!,4.0
1141,98,살아남은 로맨스,5.0
1142,98,예쁜 사나이,5.0
1143,98,이중첩자,4.0
1144,98,입시명문사립 정글고등학교,5.0
1145,98,재혼 황후,5.0
1146,98,전자오락수호대,6.0
1147,98,피라미드 게임,5.0
1148,98,피에는 피,4.0
1149,98,히어로 킬러,4.0
1150,99,개와 사람의 시간,5.0
1151,99,그 황제가 시곗바늘을 되돌린 사연,3.0
1152,99,로또 황녀님,5.0
1153,99,마루는 강쥐,5.0
1154,99,마왕의 고백,5.0
1155,99,먹는 인생,5.0
1156,99,아카데미에 위장취업당했다,5.0
1157,99,"안녕, 나의 수집",5.0
1158,99,왕세자 입학도,6.0
1159,99,일렉시드,5.0
1160,99,호랑이 들어와요,5.0
1161,100,검은인간,5.0
1162,100,겟백,5.0
1163,100,괴물공작의 딸,4.0
1164,100,구름이 피워낸 꽃,1.0
1165,100,꽃만 키우는데 너무강함,5.0
1166,100,노곤하개,5.0
1167,100,놓지마 정신줄,5.0
1168,100,놓지마 정신줄 시즌2,5.0
1169,100,놓지마 정신줄 시즌3,5.0
1170,100,달의 요람,1.0
1171,100,더 퀸즈,5.0
1172,100,레사 시즌1,5.0
1173,100,레사 시즌2~3,5.0
1174,100,마루는 강쥐,5.0
1175,100,밥 먹고 갈래요?,5.0
1176,100,선천적 얼간이들,5.0
1177,100,솔트앤페퍼,5.0
1178,100,안녕 나의 모모로,6.0
1179,100,엑스애쉬,5.0
